round,train_loss,train_score,val_loss,val_score
0.0,,,1.797326927217061,0.1879194676876068
1.0,1.4711629091989733,0.28499155889876177,1.8606105578825778,0.1812080591917038
2.0,1.4437086041419944,0.28499155889876177,1.857338482901554,0.12080536782741547
3.0,1.4273293466632322,0.4536256281561634,1.8975421406278674,0.1812080591917038
4.0,1.4133974181057831,0.38279931702058995,1.8529621154669946,0.1879194676876068
5.0,1.3573232408719762,0.5581787450719644,1.942788004875183,0.1812080591917038
