round,client_id,num_examples,train_loss,train_score
1.0,0,208.0,1.5808110512219942,0.25
1.0,3,208.0,1.5930160284042358,0.25
1.0,1,208.0,1.5942386847275953,0.25
1.0,2,208.0,1.572871134831355,0.25
2.0,3,208.0,1.5804272064795861,0.25
2.0,1,208.0,1.54862537750831,0.25
2.0,0,208.0,1.5547854350163386,0.25
2.0,2,208.0,1.4977623774455144,0.26442307233810425
3.0,1,208.0,1.4812483145640447,0.42307692766189575
3.0,2,208.0,1.3905441577617939,0.375
3.0,3,208.0,1.5441330396212065,0.3173076808452606
3.0,0,208.0,1.480908751487732,0.32211539149284363
4.0,3,208.0,1.5068696920688336,0.41826921701431274
4.0,0,208.0,1.4079144918001616,0.41826921701431274
4.0,2,208.0,1.2953527707319994,0.4375
4.0,1,208.0,1.3586847873834462,0.35576921701431274
5.0,3,208.0,1.396184646166288,0.42307692766189575
5.0,2,208.0,1.2422757148742676,0.4086538553237915
5.0,1,208.0,1.2544288543554454,0.4086538553237915
5.0,0,208.0,1.3073805478902965,0.42307692766189575
6.0,1,208.0,1.233133994615995,0.45192307233810425
6.0,3,208.0,1.3072223938428438,0.41826921701431274
6.0,0,208.0,1.1397390915797307,0.5144230723381042
6.0,2,208.0,1.1326867708793054,0.44711539149284363
7.0,1,208.0,1.2623992883242094,0.4086538553237915
7.0,0,208.0,1.1097519947932317,0.5240384340286255
7.0,2,208.0,1.0432372459998498,0.557692289352417
7.0,3,208.0,1.1774079249455378,0.4663461446762085
8.0,1,208.0,1.1545941462883582,0.49038460850715637
8.0,0,208.0,0.9690042459047757,0.557692289352417
8.0,3,208.0,1.0290689239135156,0.48557692766189575
8.0,2,208.0,0.9014488458633423,0.6538461446762085
9.0,1,208.0,1.2475763375942523,0.41826921701431274
9.0,2,208.0,0.7886477387868441,0.682692289352417
9.0,0,208.0,0.9342082142829895,0.45673078298568726
9.0,3,208.0,1.105355991767003,0.5192307829856873
10.0,3,208.0,0.9409240988584665,0.48076921701431274
10.0,1,208.0,1.1350013338602507,0.504807710647583
10.0,2,208.0,0.7751003870597253,0.6778846383094788
10.0,0,208.0,0.9128989577293396,0.5336538553237915
11.0,2,208.0,0.7906401203228877,0.6153846383094788
11.0,3,208.0,0.9101852820469782,0.5336538553237915
11.0,1,208.0,1.2554651131996741,0.44711539149284363
11.0,0,208.0,0.8501346202997061,0.6442307829856873
12.0,3,208.0,0.9196447454966031,0.5288461446762085
12.0,1,208.0,1.2160780796637902,0.3990384638309479
12.0,2,208.0,0.7101041445365319,0.6730769276618958
12.0,0,208.0,0.8664699471913851,0.5913461446762085
13.0,2,208.0,0.7671387195587158,0.7259615659713745
13.0,0,208.0,0.8372942942839402,0.5528846383094788
13.0,1,208.0,1.206919211607713,0.4615384638309479
13.0,3,208.0,0.9210947522750268,0.5144230723381042
14.0,3,208.0,0.9080593356719384,0.5288461446762085
14.0,1,208.0,1.1821896112882173,0.41826921701431274
14.0,0,208.0,0.8531447832400982,0.5288461446762085
14.0,2,208.0,0.7073814685528095,0.7115384340286255
15.0,1,208.0,1.242545457986685,0.4423076808452606
15.0,3,208.0,0.8496969938278198,0.5817307829856873
15.0,0,208.0,0.819102365237016,0.6394230723381042
15.0,2,208.0,0.708250852731558,0.7259615659713745
