round,train_loss,train_score,train_r2,val_loss,val_score,val_r2
0.0,,,,1.8888634075254402,1.374359369277954,-61.221858978271484
1.0,0.06769995168347052,0.2601434807158891,-2.3808519713365848,0.049590920841933894,0.22269019484519958,-0.6335957050323486
2.0,0.030655310524342595,0.17397691048433933,-0.44676636856569685,0.026594079718393768,0.16307692229747772,0.12395298480987549
3.0,0.03504643304285876,0.1859537698080693,-0.6588284779017887,0.028873961193849575,0.16992339491844177,0.04885053634643555
4.0,0.03164496433873663,0.17713733737722467,-0.5125698778951776,0.026956987548494498,0.16418583691120148,0.11199837923049927
5.0,0.029430395913229813,0.1706915740956224,-0.39949196405262744,0.025848100311904147,0.16077344119548798,0.14852672815322876
