round,client_id,num_examples,train_loss,train_score
1.0,0,240.0,1.771892825762431,0.21666666865348816
1.0,1,240.0,1.7739802440007528,0.21666666865348816
1.0,2,240.0,1.7734335899353026,0.21666666865348816
1.0,3,240.0,1.7820309400558472,0.21666666865348816
2.0,0,240.0,1.7135561466217042,0.26249998807907104
2.0,1,240.0,1.7661009788513184,0.21666666865348816
2.0,2,240.0,1.7597460428873697,0.21666666865348816
2.0,3,240.0,1.7806888103485108,0.21666666865348816
3.0,2,240.0,1.711095134417216,0.38749998807907104
3.0,3,240.0,1.778489096959432,0.21666666865348816
3.0,0,240.0,1.5890820503234864,0.36666667461395264
3.0,1,240.0,1.6998419682184855,0.2750000059604645
4.0,1,240.0,1.523455516497294,0.36666667461395264
4.0,0,240.0,1.4860590775807698,0.36666667461395264
4.0,2,240.0,1.7017189264297485,0.3541666567325592
4.0,3,240.0,1.7628801663716633,0.21666666865348816
5.0,0,240.0,1.2979250828425088,0.4541666805744171
5.0,1,240.0,1.3750321785608928,0.4166666567325592
5.0,3,240.0,1.6970551570256551,0.375
5.0,2,240.0,1.7740959167480468,0.21666666865348816
6.0,1,240.0,1.258329486846924,0.44583332538604736
6.0,3,240.0,1.5754170815149944,0.375
6.0,2,240.0,1.783003822962443,0.21666666865348816
6.0,0,240.0,1.188331381479899,0.5
7.0,2,240.0,1.7483292500178018,0.2750000059604645
7.0,1,240.0,1.1409977753957112,0.44999998807907104
7.0,3,240.0,1.3721099694569905,0.4000000059604645
7.0,0,240.0,1.0994177063306172,0.5041666626930237
8.0,0,240.0,1.0601688623428345,0.5
8.0,2,240.0,1.7578548828760783,0.22499999403953552
8.0,1,240.0,1.1226241827011108,0.47083333134651184
8.0,3,240.0,1.2473533233006795,0.42916667461395264
9.0,3,240.0,1.0910236835479736,0.4833333194255829
9.0,0,240.0,1.0352116823196411,0.512499988079071
9.0,1,240.0,1.0604686498641969,0.5458333492279053
9.0,2,240.0,1.6246054728825887,0.3083333373069763
10.0,3,240.0,0.9960282007853191,0.5333333611488342
10.0,1,240.0,1.035619854927063,0.4583333432674408
10.0,0,240.0,1.032179057598114,0.512499988079071
10.0,2,240.0,1.7103942235310872,0.2916666567325592
11.0,2,240.0,1.6591231902440389,0.3375000059604645
11.0,3,240.0,1.3318381786346436,0.5458333492279053
11.0,1,240.0,0.9921516895294189,0.574999988079071
11.0,0,240.0,1.0551578164100648,0.5041666626930237
12.0,2,240.0,1.5936307668685914,0.3166666626930237
12.0,1,240.0,0.9937021811803182,0.5666666626930237
12.0,3,240.0,1.0368523200352986,0.5
12.0,0,240.0,0.9849578539530436,0.5291666388511658
13.0,2,240.0,1.7026933828989665,0.2916666567325592
13.0,1,240.0,0.9929927110671997,0.5625
13.0,0,240.0,1.0082053224245706,0.5625
13.0,3,240.0,1.145298671722412,0.4583333432674408
14.0,3,240.0,0.9405524889628093,0.5416666865348816
14.0,1,240.0,0.9833034992218017,0.5291666388511658
14.0,0,240.0,1.0202605168024699,0.5333333611488342
14.0,2,240.0,1.6811645825703938,0.2916666567325592
15.0,2,240.0,1.7023760080337524,0.28333333134651184
15.0,1,240.0,0.9837860822677612,0.5583333373069763
15.0,3,240.0,0.9393548607826233,0.5958333611488342
15.0,0,240.0,1.0000661571820577,0.5791666507720947
